"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 01 10:21:22 GMT 2023","Wed Nov 01 10:21:29 GMT 2023","7843","","by.itechartgroup.shirochina.anastasiya.tests.SteamTest","","by.itechartgroup.shirochina.anastasiya.tests.SteamTest","testOpenSteamWebAndOpenTrendingButton","Browser: chromium, Test name: testOpenSteamWebAndOpenTrendingButton()",""
"passed","Wed Nov 01 10:21:30 GMT 2023","Wed Nov 01 10:21:45 GMT 2023","15955","","by.itechartgroup.shirochina.anastasiya.tests.SteamTest","","by.itechartgroup.shirochina.anastasiya.tests.SteamTest","testSteamWeb","Browser: chromium, Test name: testSteamWeb()",""
