"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 31 07:43:31 GMT 2023","Tue Oct 31 07:43:53 GMT 2023","21627","","by.itechartgroup.shirochina.anastasiya.tests.SteamTest","","by.itechartgroup.shirochina.anastasiya.tests.SteamTest","testSteamWeb","testSteamWeb()chromium","testSteamWeb()chromiumchromium"
"passed","Tue Oct 31 07:43:22 GMT 2023","Tue Oct 31 07:43:31 GMT 2023","8798","","by.itechartgroup.shirochina.anastasiya.tests.SteamTest","","by.itechartgroup.shirochina.anastasiya.tests.SteamTest","secondTest","secondTest()chromium","secondTest()chromiumchromium"
