"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 02 09:02:15 GMT 2023","Thu Nov 02 09:02:22 GMT 2023","7145","","by.itechartgroup.shirochina.anastasiya.tests.SteamTest","","by.itechartgroup.shirochina.anastasiya.tests.SteamTest","testOpenSteamWebAndOpenTrendingButton","Browser: chromium, Test name: testOpenSteamWebAndOpenTrendingButton()",""
"passed","Thu Nov 02 09:02:22 GMT 2023","Thu Nov 02 09:02:39 GMT 2023","17277","","by.itechartgroup.shirochina.anastasiya.tests.SteamTest","","by.itechartgroup.shirochina.anastasiya.tests.SteamTest","testSteamWeb","Browser: chromium, Test name: testSteamWeb()",""
